problem_type,encoding,direction,problem_id,solver_id,repeat_index,seed,best_objective,feasible,objective_valid,objective_mismatch,best_known,best_known_reached,best_known_gap,stop_reason,runtime,linprog_runtime,evaluation_count,error,excluded_reason,metadata_json
mkp,binary,max,weish16,bsma_numba,2,1732193439,7289,True,True,False,7289,True,0,best_known_reached,0.5880653948988765,0.02086664899252355,20020,,,"{""solve"": {""linprog_runtime"": 0.02086664899252355, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish17,bsma_numba,2,337333849,8633,True,True,False,8633,True,0,best_known_reached,0.3308590909000486,0.02848451118916273,20020,,,"{""solve"": {""linprog_runtime"": 0.02848451118916273, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish18,bsma_numba,2,1345111463,9580,True,True,False,9580,True,0,best_known_reached,0.8542338109109551,0.04951675399206579,20020,,,"{""solve"": {""linprog_runtime"": 0.04951675399206579, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish19,bsma_numba,2,368721273,7698,True,True,False,7698,True,0,best_known_reached,0.4277159720659256,0.05226405197754502,20020,,,"{""solve"": {""linprog_runtime"": 0.05226405197754502, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish20,bsma_numba,2,916717150,9450,True,True,False,9450,True,0,best_known_reached,0.24691808316856623,0.01762364781461656,20020,,,"{""solve"": {""linprog_runtime"": 0.01762364781461656, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish21,bsma_numba,2,1070651870,9074,True,True,False,9074,True,0,best_known_reached,0.8239558490458876,0.035104088950902224,20020,,,"{""solve"": {""linprog_runtime"": 0.035104088950902224, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish22,bsma_numba,2,748260028,8947,True,True,False,8947,True,0,best_known_reached,1.1809913599863648,0.030531828058883548,20020,,,"{""solve"": {""linprog_runtime"": 0.030531828058883548, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish23,bsma_numba,2,1047743364,8344,True,True,False,8344,True,0,best_known_reached,0.8855559160001576,0.033637025859206915,20020,,,"{""solve"": {""linprog_runtime"": 0.033637025859206915, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish24,bsma_numba,2,150947871,10220,True,True,False,10220,True,0,best_known_reached,8.645910299848765,0.048772598849609494,20020,,,"{""solve"": {""linprog_runtime"": 0.048772598849609494, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish25,bsma_numba,2,1369534230,9939,True,True,False,9939,True,0,best_known_reached,6.262990756891668,0.022282601101323962,20020,,,"{""solve"": {""linprog_runtime"": 0.022282601101323962, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish26,bsma_numba,2,1713950271,9584,True,True,False,9584,True,0,best_known_reached,0.7209742590785027,0.038357307901605964,20020,,,"{""solve"": {""linprog_runtime"": 0.038357307901605964, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish27,bsma_numba,2,530468129,9819,True,True,False,9819,True,0,best_known_reached,0.9882737640291452,0.12569303181953728,20020,,,"{""solve"": {""linprog_runtime"": 0.12569303181953728, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish28,bsma_numba,2,335749896,9492,True,True,False,9492,True,0,best_known_reached,0.45493281609378755,0.044419723097234964,20020,,,"{""solve"": {""linprog_runtime"": 0.044419723097234964, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish29,bsma_numba,2,1689641492,9410,True,True,False,9410,True,0,best_known_reached,0.3824646088760346,0.044685585889965296,20020,,,"{""solve"": {""linprog_runtime"": 0.044685585889965296, ""numba"": true}, ""validation"": {}}"
